Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
2019-07-26,5373.2265625,5420.930753127523,5368.889817897498,5420.930753127523,51797500
2019-07-29,5368.890625,5403.5845870355415,5342.870153473344,5394.9110965266555,68509500
2019-07-30,5394.9111328125,5420.931604514169,5368.890661110832,5381.900896961666,38225500
2019-07-31,5368.890625,5412.258077544427,5360.217134491115,5368.890625,64129000
2019-08-01,5386.2373046875,5438.278244829408,5364.553579628372,5368.890324640198,78228000
2019-08-02,5347.20556640625,5381.899519797369,5342.86882223236,5342.86882223236,62989500
2019-08-05,5204.09423828125,5390.574281819661,5204.09423828125,5390.574281819661,90924000
2019-08-06,5100.0126953125,5165.063877650669,5000.26754906064,5100.0126953125,183296000
2019-08-07,5212.76708984375,5247.461047180481,5121.695451834833,5182.409877174111,92102000
2019-08-08,5208.4306640625,5273.4818380516235,5186.746939399459,5212.767408995108,58295500
2019-08-09,5260.4716796875,5308.175874639324,5251.798189696259,5251.798189696259,48118500
2019-08-12,5238.78759765625,5273.481555256622,5204.093640055878,5264.8080658565295,52705000
2019-08-13,5217.103515625,5238.787237635079,5204.093282418952,5204.093282418952,84406000
2019-08-14,5212.76708984375,5256.1345365146635,5186.746621841202,5238.787557846298,81942000
2019-08-15,5204.09423828125,5204.09423828125,5082.665372721354,5134.706315104167,52561500
2019-08-16,5169.39990234375,5238.787820496015,5169.39990234375,5238.787820496015,49821500
2019-08-19,5217.103515625,5230.113748831047,5173.7360716048415,5230.113748831047,30619000
2019-08-20,5191.08349609375,5234.450943847248,5191.08349609375,5234.450943847248,58393500
2019-08-21,5182.41064453125,5208.431116386637,5182.41064453125,5204.094371077405,55927500
2019-08-22,5204.09423828125,5204.09423828125,5134.706315104167,5139.043060302734,65888000
2019-08-23,5199.75634765625,5199.75634765625,5121.694951277757,5134.705184007506,33083500
2019-08-26,5195.41943359375,5204.092921796745,5082.664086954821,5152.051992578778,41388500
2019-08-27,5208.4306640625,5238.787878590758,5160.726469803809,5238.787878590758,123780000
2019-08-28,5199.75634765625,5221.440068872498,5191.082859169751,5204.093091899499,55688000
2019-08-29,5208.4306640625,5225.777643792932,5191.083684332067,5195.4204292646755,51525500
2019-08-30,5290.82958984375,5290.82958984375,5208.431424100281,5273.482607581967,73650000
2019-09-02,5204.09423828125,5290.8291422526045,5204.09423828125,5290.8291422526045,42429000
2019-09-03,5251.79833984375,5251.79833984375,5204.094143528076,5204.094143528076,42743500
2019-09-04,5221.4423828125,5256.136352133513,5208.432144317119,5256.136352133513,41979000
2019-09-05,5238.78759765625,5277.81829995667,5217.103874156018,5277.81829995667,53650500
2019-09-06,5225.77734375,5256.134556535269,5225.77734375,5256.134556535269,54349000
2019-09-09,5234.45068359375,5251.797661832668,5186.7464934367235,5247.460917272939,25912000
2019-09-10,5251.79833984375,5251.79833984375,5191.083908169256,5221.441124006503,40291000
2019-09-11,5290.82958984375,5290.82958984375,5212.768169665727,5247.462134189293,45243500
2019-09-12,5221.4423828125,5295.167067619653,5212.768890482246,5290.830321454527,40034000
2019-09-13,5230.1142578125,5282.155195701182,5212.767278516272,5273.481706053068,28419500
2019-09-16,5208.4306640625,5217.104153927717,5191.083684332067,5204.093919129891,77289000
2019-09-17,5230.1142578125,5234.451002636556,5191.083554395988,5195.420299220045,92037500
2019-09-18,5238.78759765625,5238.78759765625,5195.420150655785,5195.420150655785,28667000
2019-09-19,5230.1142578125,5243.12449228467,5204.093788868159,5217.104023340329,61988500
2019-09-20,5195.41943359375,5247.4603628117175,5195.41943359375,5247.4603628117175,133433000
2019-09-23,5225.77734375,5230.11408843361,5204.09362033195,5230.11408843361,47231500
2019-09-24,5156.388671875,5204.092856391926,5152.051927828007,5186.745880203953,79718500
2019-09-25,5147.7158203125,5147.7158203125,5013.276738231887,5117.358608229781,88620000
2019-09-26,5256.13427734375,5256.13427734375,5178.072877185179,5204.093343904703,109859000
2019-09-27,5264.80810546875,5269.144850201426,5204.093679211285,5208.430423943962,48010000
2019-09-30,5264.80810546875,5264.80810546875,5208.430423943962,5264.80810546875,73391000
2019-10-01,5238.78759765625,5260.471321156483,5212.7671294559705,5212.7671294559705,40057000
2019-10-02,5247.46142578125,5264.808405701188,5212.767465941374,5212.767465941374,52376500
2019-10-03,5238.78759765625,5243.124342356296,5160.726193055412,5212.7671294559705,50269000
